id,name,city,province,latitud,longitud
3282,Oncativo (YPF sobre Ruta 9),Oncativo,Córdoba,,
297,Rio Segundo,Rio Segundo,Córdoba,,
1586,Lavalle,Lavalle ,Corrientes,,
601,Concaran,Concaran,San Luis,"-325.594.826,00","-652.451.188,00"
604,Terminal de La Toma,La Toma,San Luis,"-330.559.493,00","-656.209.368,00"
2480,Casilda,Casilda,Santa Fe,,
1682,Garza Acceso,Garza,Santiago del Estero,,
1646,Lobos Acceso,Lobos,Buenos Aires,"-351.997.847,00","-590.969.682,00"
2047,Roque Perez Acceso,Roque Perez,Buenos Aires,,
3244,Cañuelas Acceso,Cañuelas,Buenos Aires,"-350.206.645,00","-58.749.483,00"
4366,San Vicente Acceso,San Vicente,Buenos Aires,,
370,Barranqueras,Barranqueras,Chaco,"-27.482.992,00","-589.479.697,00"
372,Terminal de Formosa,Formosa,Formosa,"-261.916.709,00","-581.935.823,00"
373,General Lucio V. Mansilla Acceso,General Lucio V Mansilla,Formosa,"-314.380.875,00","-641.402.435,00"
8937,General Lucio V Mansilla,General Lucio V Mansilla,Formosa,,
379,Villa Celina,Villa Celina,Buenos Aires,"-346.905.902,00","-584.810.218,00"
500,Hughes,Hughes,Santa Fe,"-337.554.916,00","-619.737.225,00"
1346,Chajan,Chajan,Córdoba,,
2552,Quines,Quines,San Luis,,
4670,Vista Alegre Sur,Centenario,Neuquén,,
4126,Picun Leufu,Picun Leufu,Neuquén,"-395.131.564,00","-692.926.061,00"
569,Nueva Galia,Nueva Galia,San Luis,,
570,Terminal de Rancul,Rancul,La Pampa,,
5533,General Conesa Acceso ,General Conesa,Rio Negro,,
602,Tilisarao,Tilisarao,San Luis,,
2418,Las Flores Acceso,Las Flores,Buenos Aires,"-36.028.311,00","-59.083.304,00"
2392,Benito Juarez Acceso,Benito Juarez,Buenos Aires,"-376.471.567,00","-598.583.972,00"
660,Mantilla,Mantilla,Corrientes,,
3061,Don Torcuato,Don Torcuato,Buenos Aires,"-344.180.632,00","-585.774.746,00"
681,Arribeños,Arribeños,Buenos Aires,"-34.208.895,00","-61.355.607,00"
4131,Pedro Luro Acceso,Pedro Luro,Buenos Aires,,
796,Hinojo,Hinojo,Buenos Aires,,
8574,Arroyito Acceso,Arroyito,Córdoba,,
962,Loma Verde,Loma Verde,Buenos Aires,"-34.817.182,00","-58.431.864,00"
3686,Saavedra,Saavedra,Buenos Aires,,
7602,Goyena,Goyena,Buenos Aires,,
2104,Tio Pujio,Tio Pujio,Córdoba,,
1554,James Craik,James Craik,Córdoba,,
1071,Las Leñas,Las Leñas,Mendoza,,
3153,Alejandro Roca,Alejandro Roca,Córdoba,"-33.348.999,00","-637.179.604,00"
1159,Gigena,Gigena,Córdoba,"-327.546.242,00","-643.566.317,00"
1257,Yofre,Yofre,Corrientes,,
1395,Yofre Acceso,Yofre,Corrientes,,
1246,Paso de la Patria,Paso de la Patria,Corrientes,,
3164,Rafael Castillo,Rafael Castillo,Buenos Aires,"-346.965.549,00","-58.627.012,00"
1699,Munro,Munro,Buenos Aires,"-345.308.344,00","-585.250.819,00"
2381,Alumine,Alumine,Neuquén,"-392.396.449,00","-709.152.836,00"
2441,Teodelina (Teodelina- Santa Fe),Teodelina,Santa Fe,"-341.879.262,00","-615.265.685,00"
2486,Buena Esperanza,Buena Esperanza,San Luis,,
2584,Marull,Marull,Córdoba,,
3227,Del Campillo Acceso,Del Campillo,Córdoba,,
2773,Berisso,Berisso,Buenos Aires,"-348.709.114,00","-578.791.259,00"
4434,Puerto Libertad Acceso,Puerto Libertad,Misiones,,
3024,Terminal de Yapeyu,Yapeyu,Corrientes,"-294.702.789,00","-568.189.476,00"
3006,Villa Pehuenia,Villa Pehuenia,Neuquén,"-388.796.541,00","-711.861.652,00"
3090,Santa Eufemia,Santa Eufemia,Córdoba,,
3433,Gobernador Costa,Costa,Chubut,"-44.046.558,00","-706.006.765,00"
3185,Cruce 20 / 22,Rio Mayo,Chubut,,
3205,Tecka,Tecka,Chubut,"-434.906.813,00","-708.092.022,00"
3275,Clorinda,Clorinda,Formosa,"-252.940.717,00","-57.721.777,00"
3319,Villa Ciudad America,Villa Ciudad America,Córdoba,,
3425,El Hoyo,El Hoyo,Chubut,"-420.651.289,00","-715.229.541,00"
2009,Buratovich,Mayor Buratovich,Buenos Aires,,
3961,Glaciar Perito Moreno,Glaciar Perito Moreno,Santa Cruz,,
3966,El Pluma,El Pluma,Santa Cruz,,
4241,Penitentes,Penitentes,Mendoza,,
4669,Aguada San Roque,Aguada San Roque,Neuquén,,
8113,Inriville,Inriville,Córdoba,,
4296,Justiniano Posse,Justiniano Posse,Córdoba,,
4575,Santa Rita,Santa Rita,Misiones,,
4652,San Jose,San Jose,Buenos Aires,,
4720,Monte Maiz,Monte Maiz,Córdoba,,
4721,Isla Verde,Isla Verde,Córdoba,,
8380,San Francisco del Monte de Oro,San Francisco del Monte de Oro,San Luis,,
8409,Puisoye,Puisoye,Corrientes,,
8410,Cerrito,Cerrito,Corrientes,,
8416,Las Maloyas Acceso,Las Maloyas,Corrientes,,
8418,Lomas de Gonzalez Acceso,Lomas de Gonzalez,Corrientes,,
8420,Paso Florentin Acceso,Paso Florentin,Corrientes,,
8500,Paraje Tres Cerros,Paraje Tres Cerros,Santa Cruz,,
8110,Cruz Alta,Cruz Alta,Córdoba,,
8229,Monte Buey,Monte Buey,Córdoba,,
8656,Traslado a La Cumbrecita,La Cumbrecita,Córdoba,,
8743,Palmar Grande,Palmar Grande,Corrientes,,
8767,Colonia Caroya,Colonia Caroya,Córdoba,,
4221,Bahia Manzano,Bahia Manzano,Neuquén,"-407.957.418,00","-715.922.463,00"
